sn	book_id	isbn_10	isbn_13	Title	isbn_13	Title	Amazon	Avg_rating	Ratings	Label
246	ptstBQAAQBAJ	698405528	9780698405523	"Television Is The New Television, The Unexpected Triumph Of Old Media In The Digital Age"	9780698405523	Television Is the New Television: The Unexpected Triumph of Old Media In the Digital Age	http://www.amazon.com/Television-New-Unexpected-Triumph-Digital-ebook/dp/B00P891CLO	3.8	26	YES
248	jo3qCgAAQBAJ	829444084	9780829444087	"The 15-Minute Prayer Solution, How One Percent Of Your Day Can Transform Your Life"	9780829444087	The 15-Minute Prayer Solution: How One Percent of Your Day Can Transform Your Life	http://www.amazon.com/15-Minute-Prayer-Solution-Percent-Transform-ebook/dp/B017YGVB4G	5	4	NA
249	IbxiAgAAQBAJ	1101626313	9781101626313	The American Mission	9781101626313	The American Mission	http://www.amazon.com/American-Mission-Matthew-Palmer-ebook/dp/B00G3L14Y6	4	70	YES
250	F4QkBQAAQBAJ	155597340X	9781555973407	The Argonauts	9781555973407	The Argonauts	http://www.amazon.com/Argonauts-Maggie-Nelson-ebook/dp/B00P5EDBHU	4	50	YES
251	8biFBAAAQBAJ	1250053854	9781250053855	"The Battle Of Versailles, The Night American Fashion Stumbled Into The Spotlight And Made History"	9781250053855	The Battle of Versailles: The Night American Fashion Stumbled into the Spotlight and Made History	http://www.amazon.com/Battle-Versailles-American-Stumbled-Spotlight-ebook/dp/B00NKB9U7A	4.2	49	YES
252	9-7XL_hOsLcC	547242166	9780547242163	"The Best American Short Stories 2011, Selected From U.S. And Canadian Magazines"	9780547242163	The Best American Short Stories 2011	http://www.amazon.com/Best-American-Short-Stories-2011/dp/0547242166	3.9	56	YES
253	4-2yAwAAQBAJ	374709718	9780374709716	"The Big Green Tent, A Novel"	9780374709716	The Big Green Tent: A Novel	http://www.amazon.com/Big-Green-Tent-Novel-ebook/dp/B00K9NWRMC	4.2	22	YES
254	HWBvAAAAQBAJ	1476747253	9781476747255	"The Blazing World, A Novel"	9781476747255	The Blazing World: A Novel	http://www.amazon.com/Blazing-World-Novel-Siri-Hustvedt-ebook/dp/B00DPM7TB8	3.9	121	YES
255	FC6lBAAAQBAJ	146684146X	9781466841468	"The Blondes, A Novel"	9781466841468	The Blondes: A Novel	http://www.amazon.com/Blondes-Novel-Emily-Schultz-ebook/dp/B00O0EKBOM	3.4	42	NO
256	fqhdBgAAQBAJ	1617730165	9781617730160	The Bollywood Bride	9781617730160	The Bollywood Bride	http://www.amazon.com/Bollywood-Bride-Sonali-Dev-ebook/dp/B00RRT31YO	4	65	YES
257	FZNoBAAAQBAJ	1101874325	9781101874325	"The Book Of Aron, A Novel"	9781101874325	The Book of Aron: A novel	http://www.amazon.com/Book-Aron-novel-Jim-Shepard-ebook/dp/B00N6PEPZW	4.3	128	YES
258	jixPAgAAQBAJ	385350856	9780385350853	"The Book Of Unknown Americans, A Novel"	9780385350853	The Book of Unknown Americans: A novel (Vintage Contemporaries)	http://www.amazon.com/Book-Americans-novel-Vintage-Contemporaries-ebook/dp/B00H6JFIGO	4.2	566	YES
259	wMhNHh0W7O0C	307238164	9780307238160	"The Bright Forever, A Novel"	9780307238160	The Bright Forever: A Novel	http://www.amazon.com/Bright-Forever-Novel-Lee-Martin-ebook/dp/B000FCK3ZU	4	97	YES
260	pez0uQJAvDcC	983304904	9780983304906	"The Chronology Of Water, A Memoir"	9780983304906	The Chronology of Water: A Memoir	http://www.amazon.com/Chronology-Water-Memoir-Lidia-Yuknavitch-ebook/dp/B004OA64I4	4.1	104	YES
261	b76FBAAAQBAJ	1466884010	9781466884014	The Collected Stories	9781466884014	The Collected Stories (FSG Classics)	http://www.amazon.com/Collected-Stories-FSG-Classics-ebook/dp/B00NKB9UTI	4.5	21	YES
262	jYhriFb0FB0C	743244990	9780743244992	The Collected Stories	9780743244992	The Collected Stories of Reynolds Price	http://www.amazon.com/Collected-Stories-Reynolds-Price/dp/0743244990	4	6	NA
263	hoOIPOeTovwC	156188767	9780156188760	The Collected Stories Of Katherine Anne Porter	9780156188760	The Collected Stories of Katherine Anne Porter	http://www.amazon.com/Collected-Stories-Katherine-Anne-Porter/dp/0156188767	4.6	29	YES
264	56x-BAAAQBAJ	1612194338	9781612194332	"The Dead Mountaineer'S Inn, One More Last Rite For The Detective Genre"	9781612194332	The Dead Mountaineer''s Inn: One More Last Rite for the Detective Genre (Neversink)	http://www.amazon.com/Dead-Mountaineers-Inn-Detective-Neversink-ebook/dp/B00N6PBGRM	3.5	21	YES
265	Am7bBgAAQBAJ	030021359X	9780300213591	"The Dirty Dust, Cré Na Cille"	9780300213591	The Dirty Dust: Cré na Cille (The Margellos World Republic of Letters)	http://www.amazon.com/Dirty-Dust-Margellos-Republic-Letters-ebook/dp/B00U3URKL4	3.7	14	YES
266	jxIcAwAAQBAJ	038553700X	9780385537001	"The Distance, A Thriller"	9780385537001	The Distance: A Thriller	http://www.amazon.com/Distance-Thriller-Helen-Giltrow-ebook/dp/B00J1IQVFU	3.8	64	YES
267	VcwKAgAAQBAJ	679645462	9780679645467	"The Divide, American Injustice In The Age Of The Wealth Gap"	9780679645467	The Divide: American Injustice in the Age of the Wealth Gap	http://www.amazon.com/Divide-American-Injustice-Age-Wealth-ebook/dp/B00EBRUB02	4.6	637	YES
268	eUpkCQAAQBAJ	802190898	9780802190895	The Double Life Of Liliane	9780802190895	The Double Life of Liliane	http://www.amazon.com/Double-Life-Liliane-Lily-Tuck-ebook/dp/B00XAQ1PGY	3.4	9	NA
269	9XXWAAAAQBAJ	1429943173	9781429943178	"The Empire Of Necessity, Slavery, Freedom, And Deception In The New World"	9781429943178	"The Empire of Necessity: Slavery, Freedom, and Deception in the New World"	http://www.amazon.com/Empire-Necessity-Slavery-Freedom-Deception-ebook/dp/B00EGJ7KX6	4.4	95	YES
271	QQCdBAAAQBAJ	375714952	9780375714955	"The Familiar, Volume 1, One Rainy Day In May"	9780375714955	"The Familiar, Volume 1"	http://www.amazon.com/Familiar-1-Mark-Z-Danielewski-ebook/dp/B00N6PBGFO	3.7	75	YES
273	FQw7vG9y88AC	307477657	9780307477651	The Fifth Sacred Thing	9780307477651	The Fifth Sacred Thing	http://www.amazon.com/Fifth-Sacred-Thing-Starhawk-ebook/dp/B003EJDGLE	4.4	188	YES
274	HEIxCgAAQBAJ	983186367	9780983186366	The First Collection Of Criticism By A Living Female Rock Critic	9780983186366	The First Collection of Criticism by a Living Female Rock Critic	http://www.amazon.com/Collection-Criticism-Living-Female-Critic-ebook/dp/B00ZAQS8Z8	4.3	16	YES
275	QSWdBAAAQBAJ	1101870168	9781101870167	The Fly Trap	9781101870167	The Fly Trap	http://www.amazon.com/Fly-Trap-Fredrik-Sj%C3%96Berg-ebook/dp/B00NDTV6PI	4.5	31	YES
276	R03VAgAAQBAJ	345534085	9780345534088	The Galaxy Game	9780345534088	The Galaxy Game	http://www.amazon.com/Galaxy-Game-Karen-Lord-ebook/dp/B00IBZ222K	3.7	18	YES
277	bnYlBgAAQBAJ	804141363	9780804141369	"The Gap Of Time, A Novel"	9780804141369	The Gap of Time: A Novel (Hogarth Shakespeare)	http://www.amazon.com/Gap-Time-Novel-Hogarth-Shakespeare-ebook/dp/B00S3RILH6	4.2	31	YES
278	tcedBAAAQBAJ	1612194354	9781612194356	"The Ghost Network, A Novel"	9781612194356	The Ghost Network: A Novel	http://www.amazon.com/Ghost-Network-Novel-Catie-Disabato-ebook/dp/B00N6PBGYK	3.4	23	NO
279	8yJICgAAQBAJ	1476784345	9781476784342	"The Girl Next Door, A Novel"	9781476784342	The Girl Next Door: A Novel	http://www.amazon.com/Girl-Next-Door-Novel/dp/1476784345	3.6	395	YES
280	Udv-AwAAQBAJ	698185390	9780698185395	"The Girl On The Train, A Novel"	9780698185395	The Girl on the Train: A Novel	http://www.amazon.com/Girl-Train-Novel-Paula-Hawkins-ebook/dp/B00L9B7IKE	4	0	NA
281	LAL5CQAAQBAJ	1476739099	9781476739090	"The Girls At The Kingfisher Club, A Novel"	9781476739090	The Girls at the Kingfisher Club: A Novel	http://www.amazon.com/Girls-Kingfisher-Club-Novel/dp/1476739099	4.1	68	YES
282	SjctAgAAQBAJ	307889777	9780307889775	"The Good Spy, The Life And Death Of Robert Ames"	9780307889775	The Good Spy: The Life and Death of Robert Ames	http://www.amazon.com/Good-Spy-Life-Death-Robert-ebook/dp/B00GVZN320	4.3	280	YES
283	oLi8BwAAQBAJ	1481424270	9781481424271	The Grace Of Kings	9781481424271	The Grace of Kings (The Dandelion Dynasty)	http://www.amazon.com/Grace-Kings-Dandelion-Dynasty/dp/1481424270	3.9	176	YES
284	uFipBAAAQBAJ	1476760438	9781476760438	"The Hilltop, A Novel"	9781476760438	The Hilltop: A Novel	http://www.amazon.com/Hilltop-Novel-Assaf-Gavron/dp/1476760438	4	30	YES
285	BE1QCgAAQBAJ	1476782423	9781476782423	"The Invisible Bridge, The Fall Of Nixon And The Rise Of Reagan"	9781476782423	The Invisible Bridge: The Fall of Nixon and the Rise of Reagan	http://www.amazon.com/Invisible-Bridge-Fall-Nixon-Reagan/dp/1476782423	3.6	181	YES
286	aPsCBAAAQBAJ	1466800828	9781466800823	The Just City	9781466800823	The Just City (Thessaly)	http://www.amazon.com/Just-City-Thessaly-Jo-Walton-ebook/dp/B00L73GT72	4	66	YES
287	JZJqBAAAQBAJ	1451626118	9781451626117	The King'S Curse	9781451626117	The King''s Curse (Cousins'' War)	http://www.amazon.com/Kings-Curse-Cousins-War/dp/1451626118	4.5	955	YES
289	nEzoAgAAQBAJ	1250016851	9781250016850	"The Last Taxi Ride, A Ranjit Singh Novel"	9781250016850	The Last Taxi Ride: A Ranjit Singh Novel	http://www.amazon.com/Last-Taxi-Ride-Ranjit-Singh-ebook/dp/B00HBQEVYM	4.5	77	YES
290	MUeI-kpV3g8C	679644091	9780679644095	"The Loudest Voice In The Room, How The Brilliant, Bombastic Roger Ailes Built Fox News--And Divided A Country"	9780679644095	"The Loudest Voice in the Room: How the Brilliant, Bombastic Roger Ailes Built Fox News--and Divided a Country"	http://www.amazon.com/Loudest-Voice-Room-Brilliant-News---ebook/dp/B00AD6O6BU	4.1	185	YES
291	CJtVCgAAQBAJ	1250096502	9781250096500	"The Manikin, A Novel"	9781250096500	The Manikin: A Novel	http://www.amazon.com/Manikin-Novel-Joanna-Scott-ebook/dp/B013P2QVT8	2.8	4	NA
292	zTarAQAAQBAJ	698156986	9780698156982	"The Map Thief, The Gripping Story Of An Esteemed Rare-Map Dealer Who Made Millions Stealing Priceless Maps"	9780698156982	The Map Thief: The Gripping Story of an Esteemed Rare-Map Dealer Who Made Millions Stealing Priceless Maps	http://www.amazon.com/Map-Thief-Gripping-Esteemed-Priceless-ebook/dp/B00G3L6LNU	4.1	127	YES
293	ncsNBAAAQBAJ	1439169675	9781439169674	"The Marriage Book, Centuries Of Advice, Inspiration, And Cautionary Tales From Adam And Eve To Zoloft"	9781439169674	"The Marriage Book: Centuries of Advice, Inspiration, and Cautionary Tales from Adam and Eve to Zoloft"	http://www.amazon.com/Marriage-Book-Centuries-Inspiration-Cautionary-ebook/dp/B00LD1S47G	4.6	14	YES
294	VD8jBQAAQBAJ	1451693613	9781451693614	The Marriage Of Opposites	9781451693614	The Marriage of Opposites	http://www.amazon.com/Marriage-Opposites-Alice-Hoffman-ebook/dp/B00P434ELO	4.4	0	NA
295	sYDeBgAAQBAJ	1590517520	9781590517529	The Meursault Investigation	9781590517529	The Meursault Investigation	http://www.amazon.com/Meursault-Investigation-Kamel-Daoud-ebook/dp/B00U4W2CIW	3.7	140	YES
296	mJ-2AgAAQBAJ	385376537	9780385376532	The Misadventures Of The Family Fletcher	9780385376532	The Misadventures of the Family Fletcher	http://www.amazon.com/Misadventures-Family-Fletcher-Dana-Alison-ebook/dp/B00I1ZJJE4	4.2	45	YES
297	vH4-sNEth4kC	822215993	9780822215998	"The Moon Is Down, Play In Two Parts"	9780822215998	The Moon is Down - Acting Edition	http://www.amazon.com/Moon-Down-Acting-John-Steinbeck/dp/0822215993	4.6	159	YES
298	WdKKBAAAQBAJ	1476794103	9781476794105	The Moor'S Account	9781476794105	Moor''s Account	http://www.amazon.com/Moors-Account-Laila-Lalami-ebook/dp/B012ZQCMWK	4.3	173	YES
299	WXFzAwAAQBAJ	307911675	9780307911674	"The Moor'S Account, A Novel"	9780307911674	The Moor''s Account: A Novel	http://www.amazon.com/Moors-Account-Novel-Laila-Lalami-ebook/dp/B00J1ILFQU	4.3	173	YES
300	57VZAwAAQBAJ	385352867	9780385352864	"The Narrow Road To The Deep North, A Novel"	9780385352864	The Narrow Road to the Deep North: A novel (Vintage International)	http://www.amazon.com/Narrow-Road-Deep-North-International-ebook/dp/B00IHMEAYA	4.3	0	NA
302	HdNpAwAAQBAJ	1613126603	9781613126608	The Night Gardener	9781613126608	The Night Gardener	http://www.amazon.com/Night-Gardener-Jonathan-Auxier-ebook/dp/B00JVY32QA	4.8	144	YES
303	EcoPAgAAQBAJ	385537069	9780385537063	"The Noble Hustle, Poker, Beef Jerky, And Death"	9780385537063	"The Noble Hustle: Poker, Beef Jerky, and Death"	http://www.amazon.com/Noble-Hustle-Poker-Jerky-Death-ebook/dp/B00GL3OJQQ	3	123	NO
304	BS5BAwAAQBAJ	698157702	9780698157705	The Paying Guests	9780698157705	The Paying Guests	http://www.amazon.com/Paying-Guests-Sarah-Waters-ebook/dp/B00INIQUOQ	3.5	0	NA
305	W3loBAAAQBAJ	307974596	9780307974594	The Penderwicks In Spring	9780307974594	The Penderwicks in Spring	http://www.amazon.com/Penderwicks-Spring-Jeanne-Birdsall-ebook/dp/B00N6PBHJE	4.4	103	YES
306	MIvIZoEOjQQC	805095454	9780805095456	"The People'S Platform, Taking Back Power And Culture In The Digital Age"	9780805095456	The People''s Platform: Taking Back Power and Culture in the Digital Age	http://www.amazon.com/Peoples-Platform-Taking-Culture-Digital-ebook/dp/B00A3PIZL8	4.4	17	YES
307	SLaQAwAAQBAJ	698170709	9780698170704	The Peripheral	9780698170704	The Peripheral	http://www.amazon.com/Peripheral-William-Gibson-ebook/dp/B00INIXKV2	4.2	704	YES
308	6z1v9GDMKcYC	1590304497	9781590304495	"The Places That Scare You, A Guide To Fearlessness In Difficult Times"	9781590304495	The Places That Scare You: A Guide to Fearlessness	http://www.amazon.com/Places-That-Scare-You-Fearlessness-ebook/dp/B00B0PFN8S	4.6	245	YES
309	jUy16umv29EC	61736589	9780061736582	The Plague Of Doves	9780061736582	The Plague of Doves	http://www.amazon.com/Plague-Doves-Louise-Erdrich-ebook/dp/B0013TTJNQ	3.9	218	YES
310	ppdzAwAAQBAJ	805099522	9780805099522	"The Ploughmen, A Novel"	9780805099522	The Ploughmen: A Novel	http://www.amazon.com/Ploughmen-Novel-Kim-Zupan-ebook/dp/B00JD0EKB8	4.1	111	YES
312	HDUwBwAAQBAJ	1611393108	9781611393101	"The Postwar Transformation Of Albuquerque, New Mexico 1945-1972"	9781611393101	"The Postwar Transformation of Albuquerque, New Mexico 1945-1972"	http://www.amazon.com/Postwar-Transformation-Albuquerque-Mexico-1945-1972-ebook/dp/B00UMA0OFY	5	2	NA
313	TZ-TBAAAQBAJ	62323806	9780062323804	The Precious One	9780062323804	The Precious One	http://www.amazon.com/Precious-One-Marisa-los-Santos-ebook/dp/B00JOG4U3O	4.4	180	YES
314	kspZTMMVvN8C	030776382X	9780307763822	The Quick And The Dead	9780307763822	The Quick and the Dead (Vintage Contemporaries)	http://www.amazon.com/Quick-Dead-Vintage-Contemporaries-ebook/dp/B0041D8UHC	4.4	18	YES
315	onIuCgAAQBAJ	1610395743	9781610395748	"The Red Web, The Struggle Between Russia'S Digital Dictators And The New Online Revolutionaries"	9781610395748	The Red Web: The Struggle Between Russia''s Digital Dictators and the New Online Revolutionaries	http://www.amazon.com/Red-Web-Struggle-Dictators-Revolutionaries-ebook/dp/B012271TXA	4.8	9	NA
316	8jNBAwAAQBAJ	698170334	9780698170339	"The Republic Of Imagination, America In Three Books"	9780698170339	The Republic of Imagination: America in Three Books	http://www.amazon.com/Republic-Imagination-America-Three-Books-ebook/dp/B00ISEOIY4	3.9	50	YES
317	jfzFF5TT0tUC	1583673067	9781583673065	"The Rise Of The Tea Party, Political Discontent And Corporate Media In The Age Of Obama"	9781583673065	The Rise of the Tea Party: Political Discontent and Corporate Media in the Age of Obama	http://www.amazon.com/Rise-Tea-Party-Political-Discontent-ebook/dp/B007E6YDQU	3.8	6	NA
319	zG6TqbiMLjQC	765305364	9780765305367	"The Science Fiction Hall Of Fame, Volume One 1929-1964, The Greatest Science Fiction Stories Of All Time Chosen By The Members Of The Science Fiction Writers Of America"	9780765305367	"The Science Fiction Hall of Fame, Volume One 1929-1964: The Greatest Science Fiction Stories of All Time Chosen by the Members of the Science Fiction Writers of America (SF Hall of Fame)"	http://www.amazon.com/Science-Fiction-Hall-Fame-1929-1964/dp/0765305364	4.8	118	YES
321	7OdJBgAAQBAJ	069841148X	9780698411487	"The Secret Chord, A Novel"	9780698411487	The Secret Chord: A Novel	http://www.amazon.com/Secret-Chord-Novel-Geraldine-Brooks-ebook/dp/B00SI02CHS	3.9	378	YES
322	b3GBAwAAQBAJ	385354053	9780385354059	The Secret History Of Wonder Woman	9780385354059	The Secret History of Wonder Woman	http://www.amazon.com/Secret-History-Wonder-Woman-ebook/dp/B00K4C3QPK	4.3	245	YES
323	Bf59BAAAQBAJ	374712247	9780374712242	"The Sellout, A Novel"	9780374712242	The Sellout: A Novel	http://www.amazon.com/Sellout-Novel-Paul-Beatty-ebook/dp/B00MLN1TT0	4.3	158	YES
324	pAQbBQAAQBAJ	698166000	9780698166004	"The Seven Good Years, A Memoir"	9780698166004	The Seven Good Years: A Memoir	http://www.amazon.com/Seven-Good-Years-Memoir-ebook/dp/B00OYXWKDY	4.5	85	YES
325	CtsWCAAAQBAJ	006242999X	9780062429995	The Shepherd'S Crown	9780062429995	The Shepherd''s Crown (Tiffany Aching)	http://www.amazon.com/Shepherds-Crown-Tiffany-Aching-ebook/dp/B00W2EBY8O	4.5	445	YES
326	pr5HCgAAQBAJ	1476731918	9781476731919	"The Short And Tragic Life Of Robert Peace, A Brilliant Young Man Who Left Newark For The Ivy League"	9781476731919	The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League	http://www.amazon.com/Short-Tragic-Life-Robert-Peace/dp/1476731918	4.4	0	NA
327	YuLuAn3itnAC	307423379	9780307423375	The Sirens Of Titan	9780307423375	The Sirens of Titan	http://www.amazon.com/Sirens-Titan-Kurt-Vonnegut-ebook/dp/B0012RMVCK	4.2	597	YES
328	wlnCAwAAQBAJ	1408851210	9781408851210	"The Sixth Extinction, An Unnatural History"	9781408851210	The Sixth Extinction: An Unnatural History	http://www.amazon.com/Sixth-Extinction-Unnatural-History-ebook/dp/B00HXEF3V2	4.5	0	NA
330	vEkjBQAAQBAJ	1476769966	9781476769967	"The Speechwriter, A Brief Education In Politics"	9781476769967	The Speechwriter: A Brief Education in Politics	http://www.amazon.com/Speechwriter-Brief-Education-Politics-ebook/dp/B00P42X38K	4	145	YES
331	XGzxpDzbqG8C	62125222	9780062125224	"The Spiral Dance, A Rebirth Of The Ancient Religion Of The Goddess: 10Th Anniversary Edition"	9780062125224	The Spiral Dance: A Rebirth of the Ancient Religion of the Goddess: 20th Anniversary Edition	http://www.amazon.com/Spiral-Dance-Rebirth-Religion-Anniversary-ebook/dp/B005HG4WII	4.2	217	YES
332	423nAgAAQBAJ	393239578	9780393239577	The Splendid Things We Planned: A Family Portrait	9780393239577	The Splendid Things We Planned: A Family Portrait	http://www.amazon.com/Splendid-Things-We-Planned-Portrait/dp/0393239578	4.1	95	YES
333	Axsrhsb87DAC	1590176596	9781590176597	The Stories Of J.F. Powers	9781590176597	The Stories of J.F. Powers (New York Review Books Classics)	http://www.amazon.com/Stories-Powers-Review-Books-Classics-ebook/dp/B0086O207S	4.4	11	YES
334	FFc6CQAAQBAJ	1609452968	9781609452964	"The Story Of The Lost Child, Neapolitan Novels, Book Four"	9781609452964	"The Story of the Lost Child: Neapolitan Novels, Book Four"	http://www.amazon.com/Story-Lost-Child-Neapolitan-Novels-ebook/dp/B00XIYG8WE	4.6	404	YES
336	TQ5rlfwgWyUC	1101185988	9781101185988	The Surrendered	9781101185988	The Surrendered	http://www.amazon.com/Surrendered-Chang-rae-Lee-ebook/dp/B0015DYLMY	3.7	102	YES
337	7VKdBAAAQBAJ	62110438	9780062110435	"The The Incorrigible Children Of Ashton Place: Book V, The Unmapped Sea"	9780062110435	The The Incorrigible Children of Ashton Place: Book V: The Unmapped Sea	http://www.amazon.com/Incorrigible-Children-Ashton-Place-Unmapped-ebook/dp/B00M6ZQK2Y	4.6	29	YES
338	Op6eKrkxPq4C	547420293	9780547420295	The Things They Carried	9780547420295	The Things They Carried	http://www.amazon.com/Things-They-Carried-Tim-OBrien-ebook/dp/B002TWIVNA	4.4	0	NA
339	yBDBEGBIUmgC	759574731	9780759574731	"The Tipping Point, How Little Things Can Make A Big Difference"	9780759574731	The Tipping Point: How Little Things Can Make a Big Difference	http://www.amazon.com/Tipping-Point-Little-Things-Difference-ebook/dp/B000OT8GD0	4.2	0	NA
340	ve5ICgAAQBAJ	765380722	9780765380722	The Traitor Baru Cormorant	9780765380722	The Traitor Baru Cormorant	http://www.amazon.com/Traitor-Baru-Cormorant-Seth-Dickinson/dp/0765380722	4.6	95	YES
341	9YjqAQAAQBAJ	1429956356	9781429956352	"The Tropic Of Serpents, A Memoir By Lady Trent"	9781429956352	The Tropic of Serpents: A Memoir by Lady Trent (A Natural History of Dragons Book 2)	http://www.amazon.com/Tropic-Serpents-Natural-History-Dragons-ebook/dp/B00FCQS2NE	4.5	52	YES
342	hiduAwAAQBAJ	393239500	9780393239508	The True American: Murder And Mercy In Texas	9780393239508	The True American: Murder and Mercy in Texas	http://www.amazon.com/True-American-Murder-Mercy-Texas/dp/0393239500	4.3	89	YES
343	Ei7qBQAAQBAJ	770436447	9780770436445	"The Tsar Of Love And Techno, Stories"	9780770436445	The Tsar of Love and Techno: Stories	http://www.amazon.com/Tsar-Love-Techno-Stories-ebook/dp/B00RKO3UOM	4.6	111	YES
344	BIydBAAAQBAJ	544303202	9780544303201	The Turner House	9780544303201	The Turner House	http://www.amazon.com/Turner-House-Angela-Flournoy-ebook/dp/B00LZ7GQQO	4	238	YES
345	9Ai5BAAAQBAJ	698144554	9780698144552	The Turnip Princess And Other Newly Discovered Fairy Tales	9780698144552	The Turnip Princess and Other Newly Discovered Fairy Tales (Penguin Classics)	http://www.amazon.com/Turnip-Princess-Discovered-Penguin-Classics-ebook/dp/B00O9A4CO2	4.1	57	YES
346	6TavAgAAQBAJ	393241130	9780393241136	The Unamericans: Stories	9780393241136	The UnAmericans: Stories	http://www.amazon.com/UnAmericans-Stories-Molly-Antopol/dp/0393241130	4.3	85	YES
347	wvTdAwAAQBAJ	989983242	9780989983242	The Underground	9780989983242	The Underground	http://www.amazon.com/Underground-Hamid-Ismailov-ebook/dp/B00H20A4SO	4.3	3	NA
348	cl6jRlBZTKMC	1101608293	9781101608296	"The Values Factor, The Secret To Creating An Inspired And Fulfilling Life"	9781101608296	The Values Factor: The Secret to Creating an Inspired and Fulfilling Life	http://www.amazon.com/Values-Factor-Creating-Inspired-Fulfilling-ebook/dp/B00BC24NRQ	4.7	63	YES
350	1zLqBQAAQBAJ	1101874902	9781101874905	"The Visiting Privilege, New And Collected Stories"	9781101874905	The Visiting Privilege: New and Collected Stories	http://www.amazon.com/Visiting-Privilege-New-Collected-Stories-ebook/dp/B00RKO6OA4	4.2	25	YES
351	byidBAAAQBAJ	1101873795	9781101873793	The Vorrh	9781101873793	The Vorrh	http://www.amazon.com/Vorrh-Brian-Catling-ebook/dp/B00N6PEPSO	3.5	90	YES
352	JqVVCgAAQBAJ	1555979076	9781555979072	"The Wake, A Novel"	9781555979072	The Wake: A Novel	http://www.amazon.com/Wake-Novel-Paul-Kingsnorth-ebook/dp/B013P2QYJU	4.3	67	YES
353	BhOJBAAAQBAJ	1616204869	9781616204860	The Walls Around Us	9781616204860	The Walls Around Us	http://www.amazon.com/Walls-Around-Nova-Ren-Suma-ebook/dp/B00NLR6GHA	4.3	105	YES
354	fvZMBAAAQBAJ	1429974125	9781429974127	"The Whites, A Novel"	9781429974127	The Whites: A Novel	http://www.amazon.com/Whites-Novel-Richard-Price-ebook/dp/B00MLNBJOU	3.7	566	YES
355	0JlrAwAAQBAJ	698159195	9780698159198	"The Witch, And Other Tales Re-Told"	9780698159198	The Witch: And Other Tales Re-Told	http://www.amazon.com/Witch-Other-Tales-Re-Told-ebook/dp/B00INIXOBI	3.3	14	NO
356	A2slBgAAQBAJ	307451089	9780307451088	"The Witch Of Lime Street, Séance, Seduction, And Houdini In The Spirit World"	9780307451088	"The Witch of Lime Street: Séance, Seduction, and Houdini in the Spirit World"	http://www.amazon.com/Witch-Lime-Street-Seduction-Houdini-ebook/dp/B00S3QDFNW	4.3	111	YES
357	aYIVBgAAQBAJ	802191290	9780802191298	The Wonder Garden	9780802191298	The Wonder Garden	http://www.amazon.com/Wonder-Garden-Lauren-Acampora-ebook/dp/B00PSSG4TU	3.6	95	YES
358	OIZoBAAAQBAJ	055341853X	9780553418538	"The World Before Us, A Novel"	9780553418538	The World Before Us: A Novel	http://www.amazon.com/World-Before-Us-Novel-ebook/dp/B00N6PD2WE	3.3	72	NO
359	bLudBAAAQBAJ	1476728763	9781476728766	The Wright Brothers	9781476728766	The Wright Brothers	http://www.amazon.com/Wright-Brothers-David-McCullough-ebook/dp/B00LD1RWP6	4.6	0	NA
360	UhaPAwAAQBAJ	1101870028	9781101870020	"There'S Something I Want You To Do, Stories"	9781101870020	There''s Something I Want You to Do: Stories (Vintage Contemporaries)	http://www.amazon.com/Theres-Something-Want-You-Contemporaries-ebook/dp/B00HTMCAA0	4.5	47	YES
362	dVGwBgAAQBAJ	812996739	9780812996739	"Thirteen Ways Of Looking, Fiction"	9780812996739	Thirteen Ways of Looking: Fiction	http://www.amazon.com/Thirteen-Ways-Looking-Colum-McCann-ebook/dp/B00TNDOYGQ	4.7	105	YES
363	m62MAwAAQBAJ	374710805	9780374710804	"Three Minutes In Poland, Discovering A Lost World In A 1938 Family Film"	9780374710804	Three Minutes in Poland: Discovering a Lost World in a 1938 Family Film	http://www.amazon.com/Three-Minutes-Poland-Discovering-Family-ebook/dp/B00JD1LBGE	4.5	51	YES
364	F30oAwAAQBAJ	385352425	9780385352420	"Tigerman, A Novel"	9780385352420	Tigerman: A novel (Vintage Contemporaries)	http://www.amazon.com/Tigerman-Vintage-Contemporaries-Nick-Harkaway-ebook/dp/B00I7695S2	4.2	135	YES
365	4-lzAwAAQBAJ	62242229	9780062242228	"Tinseltown, Murder, Morphine, And Madness At The Dawn Of Hollywood"	9780062242228	"Tinseltown: Murder, Morphine, and Madness at the Dawn of Hollywood"	http://www.amazon.com/Tinseltown-Murder-Morphine-Madness-Hollywood-ebook/dp/B00HYMAUW0	4.1	386	YES
366	W7jsBAAAQBAJ	698164962	9780698164963	Tiny Little Thing	9780698164963	Tiny Little Thing	http://www.amazon.com/Tiny-Little-Thing-Beatriz-Williams-ebook/dp/B00OQS4D8C	4.1	115	YES
367	0NEbHGREK7cC	871299208	9780871299208	To Kill A Mockingbird	9780871299208	To Kill a Mockingbird: A Full-Length Play	http://www.amazon.com/Kill-Mockingbird-Full-Length-Play/dp/0871299208	4.4	8	NA
368	5YJ6CgAAQBAJ	544003446	9780544003446	Under The Udala Trees	9780544003446	Under the Udala Trees	http://www.amazon.com/Under-Udala-Trees-Chinelo-Okparanta/dp/0544003446	4.4	58	YES
